energy	TPH-RG	N-RG	830	root	TPH-RPBLG, EPB/ER/SKWREU			
trouble	TRUBL	TRUBL	831	root	TROUBL, TRUPBL			
relation	RELGS	RELSHN	832	root	R*ELGS, REL/AEUGS, RE/HRAEUGS			brief
relations	RAOELGS/-S	REELSHN/-S	832	plural	RE/HRAEUGS/-S			
touch	TUFP	TUCH	833	root	TOUFP, TAOUFP			
file	TPAOEUL	FIIL	834	root				
middle	PH*EULD	M*ILD	835	root	PH*EULTD, PHEUD/*8, PHEUD/*L, PHEUD/-L	PHEULD (milled) oats are a middle-class breakfast, something that movie *s (stars) would never eat. They prefer things like smoked lobster and caviar to start their day.		brief
middles	PHEUD/-LS	MID/-LS	835	conjugation				
middling	PHEUD/HREUPBG	MID/LING	835	conjugation				
bar	PWAR	BAR	836	root				
suffer	SUFR	SUFR	837	root	SUF/ER			
strategy	STRAPBLG	STRAJ	838	root	STRAOEPBLG, STRAT/SKWREU			brief
strategies	STRAPBGS	STRANSHN	838	plural	STRAPBLS, STRAPLGS, STRAPBLGS, STAPBLG/-S, STRAOEPBLGS			
deep	TKAOEP	DEEP	839	root				
deeper	TKAOERP	DEERP	839	comparative	TKAOEP/*ER			
deepest	TKAOEP/EFT	DEEP/EFT	839	superlative				
except	KPEPT	XEPT	840	root	EBG/EPT, EBGS/EPT, EBGS/PEPT, EBGS/SEPT, EBGS/E/EPT			
clean	KHRAOEPB	KLEEN	841	root	KHAOEPB, KHRAOEB			
cleaner	KHRAOERPB	KLEERN	841	comparative	KHRAO*ERPB, KHRAOEPB/*ER			
tend	TEPBD	TEND	842	root	TEPBLD			
tended	TEPBD/-D	TEND/-D	842	conjugation	STEPBD/-D, TEPB/TKED			
tending	TEPBGD	TENGD	842	conjugation	TEPBD/-G			
tends	TEPBDZ	TENDZ	842	conjugation	TEPBD/-Z			
advance	SRAPBS	VANS	843	root	AD/SRAPBS	Teenagers probably saw VANS (Vans) as an advance in footwear, whereas parents may have seen them as a decline.		brief
advances	SRAPBSZ	VANSZ	843	conjugation	SRAPBS/-S			
advancing	SRAPBS/-G	VANS/-G	843	conjugation				
fill	TPEUL	FIL	844	root				
star	STAR	STAR	845	root				
network	TPHERBG	NESHG	846	root	TPHOERBG, TPHO*ERBG, TPHET/O*RBG, TPHET/WORBG	"A ""NERK"" (nerk) is a derogatory term for a nerd who knows how to repair networks. Don't be mean to them--they will fix your internet!"		brief
networks	TPHOERBGS	NOERX	846	plural				
generally	SKWHREPBL	SQLENL	847	root	SKWHREPL, SKWRERPBL, SKPWHREPBL, KWREPBL/HREU, SKWREBL/HREU			brief
operation	OERPGS	OERPSHN	848	root	PRAEUGS, OP/RAEUGS, OP/ER/RAEUGS, OP/PER/RAEUGS			brief
operations	OP/RAEUBGS	OP/RAAX	848	plural	PRAEUGS/-S, OP/RAEUGS/-S			
match	PHAFP	MACH	849	root				
avoid	A/SREUD	A/VID	850	root	A/SROEUD, AOE/SROED			
avoided	A/SROEUD/-D	A/VOID/-D	850	conjugation				
avoiding	A/SROEUGD	A/VOIGD	850	conjugation	A/SROEUD/-G			
avoids	A/SROEUDZ	A/VOIDZ	850	conjugation				
seat	SAOET	SEET	851	root				
throw	THROE	TLOE	852	root	THROU			
threw	THRAOU	TLUU	852	conjugation				
task	TAFBG	TAFK	853	root	TAFPBG, TAS/*BG, TAS/-BG			
tasks	TAFBS	TAFBS	853	plural	TAFBGS, TAS/*BGS, TAS/-BGS, TAS/*BG/-S			
normal	TPHOL	NOL	854	root	TPHOR/PHAL, TPHORL/A*L, TPHORPBL/A*L, TPHORPL/PHAL	It's a normal part of the scientific method to assume that the TPHOL (null) hypothesis is true, unless you can determine otherwise. (A null hypothesis states that there won't be a significant difference in the dependent variable between two independent variables.)		brief
goal	TKPWOEL	GOEL	855	root	TKPWAOEL			
goals	TKOELS	DOELS	855	plural	TKPWOELS			
associate	SOERBT	SOESHT	856	root	SOES/KWRAT, SOES/KWAEUT, A/SOES/KWRAT, SOES/KWRAEUT, AS/SOES/KWRAT	If you're recovering from alcoholism, it's a good idea to associate with people who are SOERB (sober). (SOERB is the outline for 'sober.')		brief
associated	SOERBD	SOESHD	856	conjugation	SOERBTD, SOES/-D, SOET/-D, SOERPBTD, SOERBT/-D			
associating	SOERBT/-G	SOESHT/-G	856	conjugation				
blue	PWHRU	BLU	857	root	PHRU, PWHRAO*U			
bluer	PWHRU/ER	BLU/ER	857	comparative	PWHRAO*U/ER			
bluest	PWHRU/*ES	BLU/*ES	857	superlative	PWHRAO*U/*ES			
positive	PEUF	PIF	858	root	PO*F, P*EUF, POS/TEUF, POS/T*EUF, POZ/T*EUF	Christians may feel more positive on a feast day like e-PEUF-any (epiphany) than they do on a somber day like Ash Wednesday.		brief
option	OPGS	OPSHN	859	root	OPBGS			
options	OPGSZ	OPSHNZ	859	plural	OPGS/-S			
box	PWOBGS	BOX	860	root				
boxes	PWOBGS/-S	BOX/-S	860	plural				
huge	HAOUPBLG	HUUJ	861	root	HAOUPBG, HAO*UPBLG			
huger	HAOUPBLG/ER	HUUJ/ER	861	comparative				
hugest	HAOUPBLG/*ES	HUUJ/*ES	861	superlative				
message	PHEPBLG	MEJ	862	root	PHES/APBLG, PHES/SAPBLG, PHESZ/APBLG, PHESZ/SAPBLG			brief
instance	STPHAPBS	SNANS	863	root	EUPB/TAPBS, EUPB/STAPBS, EUPBS/TAPBS, EUPB/TAPBS/-S			brief
instances	EUPB/STAPBS/-S	IN/STANS/-S	863	plural				
style	STAOEUL	STIIL	864	root				
refer	REFR	REFR	865	root	RE/TPER			
referring	REFG	REFG	865	conjugation	REFRG, RAOEFRG, REFR/-G			
cold	KOELD	KOELD	866	root		It's nice to have the AC on cold during the summer, but don't make it so cold that you end up in DEBT (OE).		
colds	KOLDZ	KOLDZ	866	conjugation	KOELDZ			
colder	KOERLD	KOERLD	866	comparative	KOLD/*ER			
push	PURB	PUSH	867	root				
quarter	KWART/*ER	QART/*ER	868	root	KWAR/TER, KWAURT/*ER			
quarters	KWART/ERS	QART/ERS	868	plural	KWAURT/*ER/-S			
assume	SAOUPL	SUUM	869	root	A/AOUPL, A/SAOUPL, A/SAOEUPL, A/STAOUPL, AS/SAOUPL	If you're a lawyer, you may assume that the best way to handle a conflict with someone else is to SAOUPL (sue 'em).		
assumed	A/SAOUPLD	A/SUUMD	869	conjugation	A/SAOUPL/-D			
assumes	A/SAOUPLS	A/SUUMS	869	conjugation				
assuming	A/SAOUG	A/SUUG	869	conjugation	A/SAO*UG, A/SAOUPLG, A/SAOUPL/-G, A/A/SAOUPL/-G			
baby	PWAEB	BAEB	870	root	PWA*EB, PWA*EUB, PWAEU/PWEU, PWAEUB/PWEU, PWAEUB/KWREU	A baby may be born in an ACCIDENT & EMERGENCY DEPARTMENT (AE) if there was a complicated pregnancy.		
successful	SKEFL	SKEFL	871	root	SUBG/SES/TPUL			brief
sing	SEUPBG	SING	872	root				
singing	SEUPBG/-G	SING/-G	872	conjugation				
sung	SUPBG	SUNG	872	conjugation				
doubt	TKOUT	DOUT	873	root	TKOUBT			
doubted	TKOUT/-D	DOUT/-D	873	conjugation				
doubting	TKOUGT	DOUGT	873	conjugation	TKOUT/-G			
competition	KPEGS	XESHN	874	root	KP*EUGS, KPE/TEUGS, KOFRP/TEUGS, KOPL/PE/TEUGS	Imagine a global competition to see how many PEGS (pegs) you can hit into the ground in one minute.		brief
theory	THOEUR	THOIR	875	root	THAOEUR, THO*EUR, THAOE/REU, THAOER/REU, THAER/KWREU	There used to be a theory that any country could prosper as long as there was enough OIL THR (there), but we now know that's not the case. Consider the phenomenon of the 'resource curse.'		brief
propose	PROEP	PROEP	876	root	PRO*EP, PRO/POES, PROE/POES, PROEP/OES	"A guy wants to propose to his girlfriend in an unforgettable way, so he swings from a tall building on a ROEP (rope) and yells, ""Will you marrry meeee!"" as he flies past her."		brief
proposes	PRO/POES/-S	PRO/POES/-S	876	conjugation	PROE/POES/-S			
proposing	PRO/POES/-G	PRO/POES/-G	876	conjugation	PROE/POES/-G			
reference	REFRPBS	REFRNS	877	root	REFPBS, REFRPBGS, RAOEFRPBS, REF/ERPBS, REF/REPBS			
references	REFRPBSZ	REFRNSZ	877	plural	REFRPBS/-S			
argument	ARGT	ARGT	878	root	AERPLT, ARG/*PLT, ORG/*PLT, A*RG/*PLT, ARG/AOUPLT			brief
arguments	AERPLTS	AERMTS	878	plural	ARG/-PLTS			
adult	TKULT	DULT	879	root	A/TULT, AD/ULT, A/TKULT, A/TKPULT	There may be a few adults who strike you as being a bit of a DKULT (dolt), but get to know them and you may learn that there's more to them than you thought.		
adults	A/TKULTS	A/DULTS	879	conjugation	A/TKULGTS, A/TKULTSZ			
fly	TPHRAOEU	NRII	880	root				
flew	TPHRAOU	NRUU	880	conjugation				
flown	TPHROEPB	NROEN	880	conjugation	TPHROUPB			
document	TKOUPLT	DOUMT	881	root	TAOUPLT, TKAOUPLT, TKOBG/*PLT, TKOBG/UPLT, TKOBG/AOUPLT	Picture a rich person enjoying retirement in MT (Montana) who checks his financial documents to see how the DOU (Dow) Jones Index is doing.		brief
documents	TKAOUPLS	DUUMS	881	plural	TKAOUPLTS, TKAOUPLGTS, TKAOUPLTSZ, TKAOUPLT/-S, TKOBG/-PLTS			
pattern	AT/TERPB	AT/TERN	882	root	PAT/ERPB, PAT/TERPB, PAT/TOERPB			
patterns	PAT/ERPBS	PAT/ERNS	882	plural	PAT/TERPBS, PAT/TERPB/-S, PATD/TERPB/-S			
application	PAEUBGS	PAAX	883	root	AP/KAEUG, AP/KEUGS, AP/KAEUGS, AP/KA*EUGS, AP/KAEUBGS	"Imagine an Irish kid whose application to Oxford is accepted. He might say to himself, ""I'm at the PAEUBG (peak--but with a British/Irish sound to it) of my life!"" Of course, if he gets too boastful, other people may GS (shun) him."		brief
applications	PHREUBGS/-S	MRIX/-S	883	plural	AP/KAEUGS/-S			
hot	HOT	HOT	884	root				
hotter	HORT	HORT	884	comparative	HOT/ER, HOT/*ER, HOT/TER			
hottest	HOT/*ES	HOT/*ES	884	superlative	HOT/EFT, HOT/TEFT			
obviously	OBL	OBL	885	root	OEBL, OFBL, O*FBL, OEFBL, OFPBL	This brief sounds a little bit like opal. When you see a piece of OBL (opal), you'll recognize that it's obviously opal, given its iridescence and unique colors. (Take a look at opal's Wikipedia page to see what I mean.)		brief
unclear	UPB/KHRAOER	UN/KLEER	886	root				
bill	PWEUL	BIL	887	root				
search	SEFRPB	SEFRN	888	root	SER/*FP			
searches	SEFRPBZ	SEFRNZ	888	plural	S*EFRPBS, SER/*FPS, SER/-FPS			
separate	SERPT	SERPT	889	root	SPEPT, SEP/RAT, SPRAEUT, SEP/PRAT, STPRERPT	It's not a bad idea to stay separate from SERPTs (serpents).		brief
central	STR-L	STR-L	890	root	SKRAL, STRAL, SEPB/TRAL, SEPBT/RAL			brief
career	KRAOER	CEER	891	root	KA/RAOER, KAR/AOER			
anyway	TPHAE	NAE	892	root		"A renegade president decides to sign a bill into law anyway, even though everyone in Congress says ""TPHAE"" (NAE) to it."		brief
speech	SPAOEFP	SPEECH	893	root				
dog	TKOG	DOG	894	root				
officer	OEUF	OIF	895	root	AUFRS, OEUFR, OF/SER, AUFS/ER, OFS/*ER	F (if) your small little town strikes OIL, you will need more police officers to handle the ensuring increase in residents--and crime.		brief
officers	OEUFRS	OIFRS	895	plural	OFS/ERS, AUFS/ERS, OFS/*ER/-S			
throughout	THROUT	TLOUT	896	root	THRAOUT			brief
oil	OEUL	OIL	897	root				
dress	TKRES	DRES	898	root	TKRESZ			
dressed	TKREFD	DREFD	898	conjugation	TKRES/-D			
dresses	TKRES/-S	DRES/-S	898	conjugation				
dressing	TKREFG	DREFG	898	conjugation	TKREGS, TKREFPBG, TKRES/-G			
profit	PROFT	PROFT	899	root	PROF/TPEUT			
guess	TKPWES	GES	900	root	TKWES, TPWES, TKPWESZ			
guessed	TKPWEFD	GEFD	900	conjugation	TKPWES/-D			
guesses	TKPWEFS	GEFS	900	conjugation	TKPWES/-S			
guessing	TKPWEFG	GEFG	900	conjugation	TKPWES/-G			
fun	TPUPB	FUN	901	root				
protect	PREBGT	PREKT	902	root	PHREBGT, PREBLGT, PRO/TEBGT, PROE/TEBGT	Your bicycle got REKT (wrecked) in an accident, but fortunately you had a helmet on to protect yourself.		brief
protecting	PRO/TEBGT/-G	PRO/TEKT/-G	902	conjugation	PROE/TEBGT/-G			
protects	PREBGZ	PREKZ	902	conjugation	PROE/TEBGTS, PRO/TEBGT/-S, PROE/TEBGT/-S			
resource	SRORS	VORS	903	root	ROURS, RE/SORS, RE/SORGS, RAOE/SORS			brief
resources	RE/SORSZ	RE/SORSZ	903	plural	RE/SORS/-S, RE/SO*RS/-S, RAOE/SORS/-S			
science	SKRAOEUPBS	SCIINS	904	root	SAOEU/EPBS, SKWRAOEUPBS			
sciences	SAOEUPB/EPBS/-S	SIIN/ENS/-S	904	plural				
disease	TK-Z	D-Z	905	root	STAOES, STKAOE, STKAOED, STKAOES, STKAOEZ	Many a disease will make you go D-Z (dizzy). Just try not to fall down when that happens.		brief
diseases	STKAOESZ	SDEESZ	905	plural	AOEU/STKAOESZ			
balance	PWAL	BAL	906	root	PWHRA*PBS, PWAL/HRAPBS	Standing on a rubber exercise BAL (ball) may be the ultimate test of balance.		brief
damage	TKAPBLG	DAJ	907	root	TKPAPBLG, TKAPL/APBLG, TKAPL/PHAPBLG			brief
basis	PWAES	BAES	908	root	PWAEU/SEUS, PWAEUS/EUS, PWAEUS/SEUS	PWAES (bays) are often the basis of a city's tourism sector.		brief
author	THOER	THOER	909	root	A*UT/O*, AU/THOR, A*UT/*ER, A*UT/O*R, A*UT/THOR	"THOER (though our) genes can be quite influential, they're not the author of our life. We still have control over our actions and choices. (THOE by itself is the outline for ""though."")"		brief
basic	PWAEUFBG	BAAFK	910	root	PWAEUFPBG, PWAOEUFBG, PWAEUS/EUBG			brief
encourage	EPB/KORPBLG	EN/KORJ	911	root	EPB/KORPBG, EPB/KORPBL, EPB/KURPBLG, EPB/TKORPBLG			
encouraging	EPB/KORPBLG/-G	EN/KORJ/-G	911	conjugation	EPB/KURPBLG/-G			
hair	HAEUR	HAAR	912	root				
male	PHAEL	MAEL	913	root				
operate	OERPT	OERPT	914	root	PRAEUT, OP/RAEUT	The fact that you operate an OER (oar) PT (part time--e.g. on vacations) doesn't mean you could operate a cargo ship.		brief
operated	PRAEUTD	PRAATD	914	conjugation				
operates	PRAEUTS	PRAATS	914	conjugation				
operating	PRAEUGT	PRAAGT	914	conjugation	PRAEUT/-G, PRAEULT/-G			
reflect	TPHREBGT	NREKT	915	root	RE/TPHREBG, RE/TPHREBGT, RE/TPHREBLGT, RAOE/TPHREBGT			brief
reflecting	RAOE/TPHREBGT/-G	REE/NREKT/-G	915	conjugation				
reflects	TPHREBGZ	NREKZ	915	conjugation	RAOE/TPHREBGTS, RE/TPHREBGT/-S			
exercise	KPERZ	XERZ	916	root	*EBGS/AOEUS, *EBGS/AOEUZ, ERBGS/AOEUS, ERBGS/AOEUZ, ERBGS/SAOEU			brief
exercised	KPER/SAOEUZ/-D	XER/SIIZ/-D	916	conjugation	ERBGS/SAOEUZ/-D			
exercises	ERBGS/SAOEUSZ	ERX/SIISZ	916	conjugation	KPER/SAOEUZ/-Z			
exercising	KPER/SAOEUZ/-G	XER/SIIZ/-G	916	conjugation				
useful	AOUFL	UUFL	917	root	AOUS/*FL, AOUS/-FL, AOUS/TPUL			brief
restaurant	STRAPBT	STRANT	918	root	TRAUPBT, STRAUPBT, R*ES/RAPBT, REFT/RAPBT, RES/TRAPBT	A snowstorm leaves guests STRAPBT-ed (stranded) at a world-famous restaurant, but they don't mind at all, since the chefs cook tasty meals for everyone for free.		brief
income	TPH-BG	N-K	919	root	TKPH-BG, EUPB/KOPL	If you work in Oslo for a year, you'll get all your income in NK (Norwegian krone).		brief
property	PROT	PROT	920	root	3R079, PROPT, PRORT, PRO*PT, PROPTD	"PROT rhymes with ""plot,"" since you need a plot of land on which to build your PROT."		brief
properties	PROPZ	PROPZ	920	plural	PROTS, PROPTS, PRORTS, PROPTSZ, PHROPT/-S			
previous	PRAOEF	PREEF	921	root	PRAOEFS, PRAO*EFS, PRAOEF/KWRUS, PRAO*EF/KWROUS	This pile of gray stone was a beautiful coral RAOEF (reef) at a previous point in time,  but tourists damaged the coral and destroyed the ecosystem.		brief
dark	TKARBG	DASHG	922	root	TARBG, TKA*RBG			
darker	TKA*ERBG	DA*ESHG	922	comparative				
darkest	TKARBG/EFT	DASHG/EFT	922	superlative				
imagine	PHAPBLG	MAJ	923	root	EUPL/APBLG/SKWREUPB, EUPL/PHAPBLG/SKWREUPB			brief
imagining	PHAPBLG/-G	MAJ/-G	923	conjugation				
okay	OBG	OK	924	root	OBLG, O*EBG, O/KAEU, OE/KAEU			
earn	ERPB	ERN	925	root				
daughter	TKAUR	DAUR	926	root	TKAU/TER, TKAUT/ER, TKAUG/TER, TKAUGT/ER, TKAUT/TER			brief
post	POEFT	POEFT	927	root	PO*ES			
posting	POEFG	POEFG	927	conjugation	POFT/-G, POEFT/-G			
newspaper	TPHUP	NUP	928	root	TPHAOUP, TPHUS/PAEUP, TPHUS/PAP/*ER, TPHAOUS/PAEUP/ER, TPHAOUZ/PAEUP/ER			brief
define	TKE/TPAOEUPB	DE/FIIN	929	root	TKE/TPAEUPB, TKE/TPAOEUB, TKE/TPAOEUP, TKAOE/TPAOEUPB			
defines	TKE/TPAOEUPBZ	DE/FIINZ	929	conjugation	TKAOE/TPAOEUPBS			
conclusion	KHRAO*UGS	KL*UUSHN	930	root	KHRAOUPBGS, KAUB/KHRAOUGS, KAUPB/HRAOUGS, KAUPB/KHAOUGS, KOPB/KHRAOUGS	The private investigator's conclusion: your garbage can keeps getting tipped over and ransacked due to KHRAOUGS (collusion) between porcupines and opossums.		brief
conclusions	KAUPB/KHRAOUG/-S	KAUN/KLUUG/-S	930	plural				
clock	KHROBG	KLOK	931	root				
everybody	EFB	EFB	932	root	EFRB, *EFRB, AEFRB, EFRBG	It seems that everybody is on E-mail and FB (Facebook). (This will help you remember that after E, all you need in this outline are F and B.)		brief
weekend	WAOEBGD	WEEKD	933	root	WAOEBGTD, WAOEBG/-PBD, WAOEBG/*EPBD	Imagine that WAOEBGD (weeked) was a word used to signify that a week had passed. Once a week has weeked, it's the weekend!		brief
weekends	WAOEBGDZ	WEEKDZ	933	plural	WAOEBG/-PBDZ, WAOEBG/EPBDZ, WAOEBG/*EPBDZ			
perform	PORPL	PORM	934	root	P-FRPL, PER/TPORPL	You perform well at the local cooking contest thanks to your novel OCTOPUS (O) P(a)RM (parm--as opposed to chicken parm) recipe.		brief
performs	P-FRPLS	P-FRMS	934	conjugation	PER/TPORPLS			
professional	PREPBL	PRENL	935	root	PREPBL/A*L, PROEFGS/AL, PRO/TPEGS/A*L, PROE/TPEGS/AL, PROE/TPEGS/A*L			brief
mine	PHAOEUPB	MIIN	936	root	PHAOEUP			
mined	PHAOEUPB/-D	MIIN/-D	936	conjugation				
debate	TKPA*EUT	DPAA*T	937	root	PWE/TKAEUT, TKE/PWAEUT, TK*E/PWAEUT, TKAOE/PWAEUT			
debates	TKE/PWAEUTS	DE/BAATS	937	plural	TKPWA*EUTSZ, TKAOE/PWAEUTS			
memory	PHOEURPL	MOIRM	938	root	PHEPL/REU, PHEPL/PHOEUR	An elderly person has two distinct memories from her childhood: the smell of olive OIL from her family's kitchen and the voice of her old school-M(a)RM (schoolmarm).		brief
green	TKPWRAEPB	GRAEN	939	root	KWRAOEPB, TKPWRAOEPB, STKPWRAOEPB	Without insurance, a trip to the ACCIDENT AND EMERGENCY ROOM (AE) will cost you a lot of green-backs (greenbacks).		
greening	TKPWRAOEPBG	GREENG	939	conjugation				
greens	TKPWRAOEPBS	GREENS	939	conjugation				
greener	TKPWRAOERPB	GREERN	939	comparative	TKPWRAOPB/*ER, TKPWRAOEPB/*ER			
greenest	TKPWRAOEPB/EFT	GREEN/EFT	939	superlative				
song	SOPBG	SONG	940	root				
object	OBT	OBT	941	root	O*B, OB/SKWREBGT	The Lord of the Rings is a trilogy about an OBT (hobbit) and an extremely powerful object: the ring.		brief
objects	OBS	OBS	941	conjugation	OBTS			
maintain	PHAEUP/TAEUB	MAAP/TAAB	942	root	PHAEUPB/TAEUB, PHEUPB/TAEUPB, PHAEUPB/TAEUPB			
maintained	PHAEUPB/TAEUPBD	MAAN/TAAND	942	conjugation	PHAEUPB/TAEUPB/-D			
maintaining	PHAEUPB/TAEUPBG	MAAN/TAANG	942	conjugation	PHAEUPB/TAEUPB/-G			
maintains	PHAEUPB/TAEUPBS	MAAN/TAANS	942	conjugation	PHAEUPB/TAEUPB/-S			
credit	KRET	CET	943	root	KRETD, KRAETD, KREUTD, SKRETD, KRED/EUT	Some people are RET. (Ret./retired) from college even though they don't have enough credits to graduate. We need to find ways to help them complete their degrees.		brief
credits	KRETSD	CETSD	943	plural	KRED/EUTS			
ring	REUPBG	RING	944	root				
ringing	REUPBG/-G	RING/-G	944	conjugation				
rung	RUPBG	RUNG	944	conjugation				
discover	SKOFR	SKOFR	945	root	STKOFR, TKEUS/KOFR			brief
discovered	SKOFD	SKOFD	945	conjugation	SKOFRD, TKOFRD, SKO*FRD, SKOFRDZ, TKEUS/KOFR/-D			
dead	TKED	DED	946	root				
afternoon	AFPB	AFN	947	root	A*FPB, AFR/TPHAOPB	If you're eating ice cream on the couch and watching college football, then it sounds like you're AFPB (having) a great Saturday afternoon.		brief
prefer	PREFR	PREFR	948	root	PRAOEFR, PRE/TPER			
extend	EBGS/TEPBD	EX/TEND	949	root	EBGS/STEPBD, EBGS/TEPBTD	If you TEPBD (tend) to extend meetings, you probably aren't a very popular person at work! (This story is meant to help you remember that EBGS and TEPBD are separate strokes.)		
extended	EBGS/TEPBD/-D	EX/TEND/-D	949	conjugation	EBGS/TEPBTS/-D			
extending	EBGS/TEPBD/-G	EX/TEND/-G	949	conjugation				
extends	EBGS/TEPBDZ	EX/TENDZ	949	conjugation				
possibility	POBT	POBT	950	root	POBLT, POBLTD, POS/-BLT, POSZ/-BLT, POS/SEUBLT	"Dunk the word ""possible"" (POB) in a nice warm cup of tea, let it soak for a few minutes, and you'll have ""possibil-tea (possibility)"" (POBT)!"		brief
possibilities	POBLTS	POBLTS	950	plural	POBLT/-S, POS/-BLTS, POSZ/-BLTS			
direction	TKREBGS	DREX	951	root	TKREUBG, TKR*EBGS, TKEU/R*EBGS			
directions	TKREBGS/-S	DREX/-S	951	plural				
facility	TPAS/EULT	FAS/ILT	952	root	TPA/SEULT, TPA/SEUL/TEU, TPAS/SEUL/TEU			
variety	SRAOEURT	VIIRT	953	root	SRAEURT, SRA/RAOEUT, SRAR/AOEUT, SRA/SRAOEUT, SRAO/RAOEUT			brief
daily	TKAEUL	DAAL	954	root	TKAEU/HREU, TKAEUL/HREU, TKAEUL/KWREU			brief
clothes	KHRO*ES	KLO*ES	955	root	KHRO*ETS	If you don't KHROES (close) your door completely, your pet porcupine will get into your clothes and tear them apart.		
screen	SKRAOEPB	SCEEN	956	root				
track	TRABG	TRAK	957	root				
tracking	TRABG/-G	TRAK/-G	957	conjugation				
tracks	TRABGZ	TRAKZ	957	conjugation	TRABG/-S			
dance	TKAPBS	DANS	958	root				
danced	TKAPBS/-D	DANS/-D	958	conjugation				
dancing	TKAPBS/-G	DANS/-G	958	conjugation				
completely	KPHRELT	XLELT	959	root	KPHRAOELT, KPWHRAOELT, TKPHRAOELT, KPHRAOET/HREU			brief
female	TPAEL	FAEL	960	root	TPE/PHAEL, TPE/PHAEUL, TKPE/PHAEUL, TPAE/PHAOEL, TPAOE/PHAEL			brief
females	TPE/PHAELS	FE/MAELS	960	conjugation	TPE/PHAEULS, TPAOE/PHAEULS			
responsibility	SPOPBT	SPONT	961	root	SPOBLT, SPOPBGT, SPOPBLT, SPOPBLGT, RE/SPOPBLT			brief
original	ORPBL	ORNL	962	root	ORPBLG, OERPBLG, ORPBLG/A*L, ORPBLG/TPHAL, O/REUPBLG/TPHAL	Want to go on an original vacation? Don't just go to Cancun. Go to Chihuahua, ORNL (or NL--Nuevo Laredo.)		brief
sister	ST-R	ST-R	963	root	S*EUS/ER, SEUS/TER			brief
rock	ROBG	ROK	964	root				
dream	TKRAOEPL	DREEM	965	root				
nor	TPH-R	N-R	966	root	TPHOR			brief
university	AOUFRT	UUFRT	967	root	KWRAOUFRT, AOUPB/SRERT, AOUPB/SRERS/TEU, KWRAOUPB/SRERS/TEU	If you go to a university in the northeast, like the University of Maine, AOU (you) can spend the winter building snow FRT-s (forts) and having snowball fights with your friends.		brief
universities	AOUPB/SRERS/TEUS	UUN/VERS/TIS	967	plural				
easily	AOELS	EELS	968	root	AO*ELS, AOES/HREU, AOET/HREU, AOEZ/HREU, AOEZ/SEU/HREU	AOELS (eels) can easily be added to any part of Japanese cooking.		brief
agency	AGT/SEU	AGT/SI	969	root	AEUGT/SEU, AEUGTS/SEU, AEULGT/SEU, SAEUGT/AEU, SAEUGT/SEU			
agencies	AEUGT/SEUS	AAGT/SIS	969	plural	AEUGT/SEU/-S, AEUGT/SKEU/-S, SAEUGT/AEU/-S			
dollar	TKHR-R	DL-R	970	root	TKHRAR, TKOL/HRAR			brief
dollars	TKHRARS	DLARS	970	plural	TKWHRARS, TKHRAR/-S, TKHRA*R/-S			
garden	TKPWA*RPB	GA*RN	971	root	TKPWARD/-PB, TKPWARD/EPB, TKPWAR/TKEPB, TKPWARD/*EPB, TKPWARD/TKEPB			brief
gardens	TKPWARD/-PBS	GARD/-NS	971	plural	TKPWHRARD/EPBS			
fix	TPEUBGS	FIX	972	root				
fixed	TPEUFD	FIFD	972	conjugation	TP*EUGD, TPEUBGD, TPEUBGS/-D			
fixes	TPEURBGS/-S	FIRX/-S	972	conjugation				
fixing	TPEUBGS/-G	FIX/-G	972	conjugation				
ahead	A/HED	A/HED	973	root				
cross	KROS	COS	974	root	KROGS, KROSZ			
crossed	KROFD	COFD	974	conjugation	KROS/-D			
crosses	KROFS	COFS	974	conjugation	KROS/-S			
crossing	KROFG	COFG	974	conjugation	KROS/-G			
yeah	KWR*E	Y*E	975	root		"Imagine that a teacher puts an asterisk on every ""Ye"" in an old text and puts a message on the bottom for her kids: ""* this means 'yeah.'"""		brief
weight	WAET	WAET	976	root	WAELT			
legal	HRAOEL	LEEL	977	root	HRAOE/TKPWAL, HRAOEG/TKPWAL	Some people distrust the legal profession because they think lawyers are as sneaky and malicious as AOEL-s (eels).		brief
proposal	PROEL	PROEL	978	root	PRO*EL, PROEPL, PROEL/A*L, PRO*EP/A*L, PRO/POE/SAL			brief
version	SRERGS	VERSHN	979	root				
versions	SRERGS/-S	VERSHN/-S	979	plural				
conversation	K-FRGS	K-FRSHN	980	root	KW-FRGS, KOPB/SRER/SAEUGS, KAUPB/SRER/SAEUGS	"There's a stereotype out there that the French aren't too polite towards people trying to practice French. People think that if you try to start a conversation in FR (France) using your two semesters of French education, the people will GS (shun) you. If that happens, all you can do at that point is say ""K"" (OK) and find someone friendlier."		brief
conversations	KAUPB/SRER/SAEUGS/-S	KAUN/VER/SAASHN/-S	980	plural				
somebody	S-B	S-B	981	root	ST-B, SW-B, SPH-B, SPH/PWOD/TKEU			brief
somebodies	SPH-BS	SM-BS	981	plural				
pound	POUPBD	POUND	982	root				
pounds	POUPBZ	POUNZ	982	plural	POUPBDZ, POUPBLDZ, POUPBD/-S			
magazine	PHAG	MAG	983	root	PHAG/SEUPB, PHAG/SAO*EPB			brief
shape	SHAEUP	SHAAP	984	root				
sea	SAE	SAE	985	root				
seas	SAEZ	SAEZ	985	plural				
immediately	PHAOELD	MEELD	986	root	PHAO*ELD, PHAOED/HREU			brief
